archArea,archGbCd,archGbCdNm,archPmsDay,atchBldDongCnt,bcRat,bjdongCd,bldNm,block,bun,crtnDay,fmlyCnt,guyukCd,guyukCdNm,hhldCnt,hoCnt,ji,jiguCd,jiguCdNm,jimokCd,jimokCdNm,jiyukCd,jiyukCdNm,lot,mainBldCnt,mainPurpsCd,mainPurpsCdNm,mgmPmsrgstPk,platArea,platGbCd,platPlc,realStcnsDay,rnum,sigunguCd,splotNm,stcnsDelayDay,stcnsSchedDay,totArea,totPkngCnt,useAprDay,vlRat,vlRatEstmTotArea
393.99,0100,신축,20071214,0,39.44,32024,황등면 신성리 41 노유자시설 (전민자), ,0041,20090321,0, , ,0,0,0000, , ,02,답,0240,관리지역, ,1,11000,노유자시설,45140-100004586,999,0,전라북도 익산시 황등면 신성리 41번지,20071218,1,45140, , ,20071217,393.99,0,20080304,39.44,393.99
478.69,0200,증축,20131202,0,39.79,32024,황등면 신성리 410000 노유자시설 (전민자), ,0041,20140222,0, , ,0,0,0000, , ,08,대,UQB100,계획관리지역, ,1,11000,노유자시설,45140-100047629,1203,0,전라북도 익산시 황등면 신성리 41번지,20131205,2,45140, , ,20131206,478.69,0,20140221,39.79,478.69
203.04,0100,신축,20061220,0,39.66,32024,참사랑실비노인요양원, ,0062,20090321,0, , ,0,0,0000, , ,08,대,0240,관리지역, ,1,11000,노유자시설,45140-6105,512,0,전라북도 익산시 황등면 신성리 62번지,20070226,3,45140, , ,20070226,402.18,0, ,78.55,402.18
204.27,0100,신축,20061220,0,39.89,32024,황등면 신성리 620000 단독주택 (전민자), ,0062,20120202,0, , ,0,0,0000, , ,08,대,0240,관리지역, ,1,01000,단독주택,45140-100006365,512,0,전라북도 익산시 황등면 신성리 62번지,20070226,4,45140, , ,20070226,199.14,0,20120110,38.89,199.14
91.53,0100,신축,20161006,0,22.1622,32024, , ,0067,20170117,1, , ,0,0,0001, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100077307,413,0,전라북도 익산시 황등면 신성리 67-1번지,20161011,5,45140, , ,20161013,91.53,0,20170116,22.1622,91.53
133.95,0200,증축,20170530,0,32.43,32024,황등면 신성리 67-1 단독주택 (김혜숙), ,0067,20170614,1, , ,0,0,0001, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100085207,413,0,전라북도 익산시 황등면 신성리 67-1번지,20170531,6,45140, , ,20170601,133.95,0,20170613,32.43,133.95
114.16,0100,신축,20181012,0,38.8299,32024,황등면 신성리 74-1 단독주택 (김기수), ,0074,20190330,1, , ,0,0,0001, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100102735,294,0,전라북도 익산시 황등면 신성리 74-1번지,20181022,7,45140, , ,20181019,98.76,0,20190329,33.5918,98.76
18, , ,20171017,0,0,32024, , ,0103,20171018,0, , ,0,0,0008, , ,01,전, , , ,0, , ,45140-100089791,877,0,전라북도 익산시 황등면 신성리 103-8번지, ,8,45140, , , ,18,0, ,0,0
3567.8,0200,증축,20130514,1,20.4,32024,황등면 신성리 113-1 동.식물관련시설 (김석산), ,0113,20130608,0, , ,0,0,0001, , ,04,목장용지,UQB100,계획관리지역, ,3,21000,동.식물관련시설,45140-100042646,17488,0,전라북도 익산시 황등면 신성리 113-1번지, ,9,45140, , , ,3567.8,0,20130607,20.4,3567.8
2514.8,0200,증축,19980527,0,36.7822,32024,김석산 축사관련시설, ,0113,20131205,0, , ,0,0,0001, , , , , , , ,0,21000,동.식물관련시설,45140-828,6837,0,전라북도 익산시 황등면 신성리 113-1번지,199805,10,45140, , ,199805,2514.9,0,19980630,36.7837,2514.9016
115.2,0100,신축,20111111,0,37.8947,32025, , ,0009,20120202,0, , ,0,0,0005, , ,01,전,UQB100,계획관리지역, ,1,21000,동.식물관련시설,45140-100029125,304,0,전라북도 익산시 황등면 구자리 9-5번지,20111114,1,45140, , ,20111112,115.2,0,20120201,37.8947,115.2
846,0100,신축,20090211,0,17.7358,32025,황등면 구자리 15-23 동.식물관련시설 (황계원), ,0015,20100820,0,180,농업보호구역,0,0,0023, , ,02,답,0300,농림지역, ,4,21000,동.식물관련시설,45140-100010546,4770,0,전라북도 익산시 황등면 구자리 15-23번지,20090224,2,45140, , ,20090227,846,0,20100819,17.7358,846
103.95,0100,신축,20160512,0,39.98,32025,황등면 구자리 28 단독주택 (신상록), ,0028,20170209,1, , ,0,0,0000, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100072820,260,0,전라북도 익산시 황등면 구자리 28번지,20161014,3,45140, , ,20161017,94.34,0,20170208,36.28,94.34
420,0100,신축,20090224,0,17.19,32025,황등면 구자리 31-8 동.식물관련시설 (채함석), ,0031,20100921,0, , ,0,0,0008, , ,02,답,0220,생산관리지역, ,2,21000,동.식물관련시설,45140-100010766,2443,0,전라북도 익산시 황등면 구자리 31-8번지,20090312,4,45140, , ,20090312,420,0,20100920,17.19,420
105.25,0200,증축,20090423,0,8.49,32025, , ,0054,20090616,1, , ,0,0,0000, , ,08,대,0230,계획관리지역, ,2,01000,단독주택,45140-100011729,1240,0,전라북도 익산시 황등면 구자리 54번지,20090429,5,45140, , ,20090430,102.28,0,20090615,8.25,102.28
141.72,0200,증축,20100409,0,17.65,32025,황등면 구자리 55 단독주택 (채함석), ,0059,20100918,0, , ,1,0,0000, , ,08,대,0230,계획관리지역, ,2,01000,단독주택,45140-100017697,803,0,전라북도 익산시 황등면 구자리 59번지,20100414,6,45140, , ,20100414,121.16,0,20100917,15.09,121.16
93.31,0100,신축,20151124,0,16.9964,32025,단독주택 (채장병), ,0060,20160331,1, , ,0,0,0004, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100067760,549,0,전라북도 익산시 황등면 구자리 60-4번지,20151126,7,45140, , ,20151130,89.32,0,20160330,16.2696,89.32
98.64,0100,신축,20080923,0,10.86,32025,황등면 구자리 60-31 단독주택 (장세종), ,0060,20090321,1, , ,0,0,0031, , ,08,대,0240,관리지역, ,1,01000,단독주택,45140-100008087,908,0,전라북도 익산시 황등면 구자리 60-31번지,20081009,8,45140, , ,20081010,98.64,0,20081215,10.86,98.64
201.5,0100,신축,20110627,0,44.19,32025,황등면 구자리 68-1 동.식물관련시설 (이현식), ,0068,20110827,0, , ,0,0,0001, , ,02,답,UQB200,생산관리지역, ,1,21000,동.식물관련시설,45140-100026307,456,0,전라북도 익산시 황등면 구자리 68-1번지,20110705,9,45140, , ,20110704,200,0,20110826,43.86,200
154.91,0200,증축,20130121,0,13.3313,32025,구자마을모정, ,0083,20130726,0, , ,0,0,0005, , ,08,대,UQB100,계획관리지역, ,3,03000,제1종근린생활시설,45140-100039976,1162,0,전라북도 익산시 황등면 구자리 83-5번지,20130723,10,45140, , ,20130724,138.11,0, ,11.8855,138.11
99.58,0100,신축,20110411,0,13.05,32027,황등면 율촌리 14-23 단독주택 (우영동), ,0014,20110927,0, , ,1,0,0023, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100024633,763,0,전라북도 익산시 황등면 율촌리 14-23번지,20110426,1,45140, , ,20110426,99.58,0,20110926,13.05,99.58
86.65,0100,신축,20070613,0,22.74,32027, , ,0014,20090321,0, , ,1,0,0061, , ,08,대,0240,관리지역, ,1,01000,단독주택,45140-7073,381,0,전라북도 익산시 황등면 율촌리 14-61번지,20070620,2,45140, , ,20070620,86.65,0,20071108,22.74,86.65
415.8,0200,증축,20151012,0,31.5,32027,황등면 율촌리 19-2 동.식물관련시설 (김인희), ,0019,20151118,0, , ,0,0,0002, , ,01,전,UQB100,계획관리지역, ,2,21000,동.식물관련시설,45140-100066420,1320,0,전라북도 익산시 황등면 율촌리 19-2번지,20151102,3,45140, , ,20151105,415.8,0, ,31.5,415.8
217,0100,신축,20150327,0,16.6667,32027, , ,0019,20170511,0, , ,0,0,0002, , ,01,전,UQB100,계획관리지역, ,1,21000,동.식물관련시설,45140-100060777,1302,0,전라북도 익산시 황등면 율촌리 19-2번지,20150626,4,45140, , ,20150630,217,0,20150727,16.6667,217
123.33,0100,신축,20160811,0,14.9854,32027, , ,0021,20161119,1, , ,0,0,0003, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100075963,823,0,전라북도 익산시 황등면 율촌리 21-3번지,20160812,5,45140, , ,20160815,99.374,0,20161118,12.0746,99.374
479.5,0100,신축,20140417,0,21.0862,32027,황등면 율촌리 34-1 동.식물관련시설 (박화숙), ,0034,20140725,0, , ,0,0,0001, , ,01,전,UQB100,계획관리지역, ,4,21000,동.식물관련시설,45140-100051619,2274,0,전라북도 익산시 황등면 율촌리 34-1번지,20140711,6,45140, , ,20140712,479.5,0,20140724,21.0862,479.5
480,0100,신축,20140417,0,22.6202,32027, , ,0034,20140725,0, , ,0,0,0002, , ,01,전,UQB100,계획관리지역, ,0,21000,동.식물관련시설,45140-100051618,2122,0,전라북도 익산시 황등면 율촌리 34-2번지,20140711,7,45140, , ,20140712,480,0,20140724,22.6202,480
116.45,0100,신축,20120228,0,19,32027, , ,0097,20130503,0, , ,1,0,0001, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100031669,613,0,전라북도 익산시 황등면 율촌리 97-1번지,20120314,8,45140, , ,20120314,99.67,0,20130502,16.26,99.67
116.45,0100,신축,20120228,0,18,32027, , ,0097,20121106,0, , ,1,0,0004, , ,01,전, , , ,1,01000,단독주택,45140-100031670,647,0,전라북도 익산시 황등면 율촌리 97-4번지,20120314,9,45140, , ,20120314,99.67,0,20121102,15.41,99.67
82.68,0100,신축,20150320,0,17.22,32027,황등면 율촌리 97-7 단독주택 (박현수), ,0097,20150722,1, , ,0,0,0007, , ,05,임야,UQB100,계획관리지역, ,1,01000,단독주택,45140-100060557,480,0,전라북도 익산시 황등면 율촌리 97-7번지,20150327,10,45140, , ,20150330,82.5,0,20150721,17.18,82.5
145.84,0100,신축,20160526,0,15.9737,32028,황등면 신기리 11 단독주택 (이정복), ,0011,20161101,1, , ,0,0,0000, , ,01,전,UQB100,계획관리지역, ,0,01000,단독주택,45140-100073321,913,0,전라북도 익산시 황등면 신기리 11번지,20160526,1,45140, , ,20160530,166.81,0,20161031,18.2705,166.81
99.55,0100,신축,20180524,0,15.928,32028,단독주택 (김순이), ,0012,20190313,1, , ,0,0,0002, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100097689,625,0,전라북도 익산시 황등면 신기리 12-2번지,20180717,2,45140, , ,20180718,115.1,0,20190312,18.416,115.1
113.02,0100,신축,20150622,0,10.255,32028,황등면 신기리 12-4 단독주택 (김순이), ,0012,20161001,1, , ,0,0,0004, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100063218,1102,0,전라북도 익산시 황등면 신기리 12-4번지,20150629,3,45140, , ,20150702,153.33,0,20160929,13.9138,153.33
98.35,0100,신축,20150622,0,13.7745,32028,황등면 신기리 12-4 단독주택 (김순이), ,0012,20161001,1, , ,0,0,0022, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100063219,714,0,전라북도 익산시 황등면 신기리 12-22번지,20150629,4,45140, , ,20150702,120.21,0,20160929,16.8361,120.21
114.7,0100,신축,20170118,0,20.8545,32028,단독주택 (김순이), ,0012,20190313,1, , ,0,0,0028, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100080691,550,0,전라북도 익산시 황등면 신기리 12-28번지,20170627,5,45140, , ,20170701,114.7,0,20190312,20.8545,114.7
99.55,0100,신축,20180524,0,10.7738,32028,단독주택 (김순이), ,0012,20190315,1, , ,0,0,0030, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100097688,924,0,전라북도 익산시 황등면 신기리 12-30번지,20180828,6,45140, , ,20180830,115.1,0,20190314,12.4567,115.1
114.7,0100,신축,20180524,0,19.9478,32028,단독주택 (김순이), ,0012,20190312,1, , ,0,0,0031, , ,01,전,UQB100,계획관리지역, ,0,01000,단독주택,45140-100097690,575,0,전라북도 익산시 황등면 신기리 12-31번지,20180717,7,45140, , ,20180718,114.7,0,20190311,19.9478,114.7
117.34,0100,신축,20170118,0,16.7629,32028,단독주택 (김순이), ,0012,20190222,1, , ,0,0,0032, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100080690,700,0,전라북도 익산시 황등면 신기리 12-32번지,20170627,8,45140, , ,20170701,117.34,0, ,16.7629,117.34
94.2,0100,신축,20131217,0,10.1728,32028,황등면 신기리 15-1 단독주택 (김미숙), ,0015,20140902,1, , ,0,0,0001, , ,02,답,UQB100,계획관리지역, ,1,01000,단독주택,45140-100048088,926,0,전라북도 익산시 황등면 신기리 15-1번지,20131226,9,45140, , ,20131226,94.2,0,20140828,10.1728,94.2
780,0100,신축,20091203,0,20.4886,32028,황등면 신기리 15-2 동.식물관련시설 (안정자), ,0015,20161229,0, , ,0,0,0002, , ,01,전,0230,계획관리지역, ,2,21000,동.식물관련시설,45140-100015573,3807,0,전라북도 익산시 황등면 신기리 15-2번지,20091210,10,45140, , ,20091211,780,0, ,20.4886,780
937.58,0200,증축,20070323,0,25.15,33021, , ,0026,20090321,0, , ,0,0,0004, , ,09,공장용지,0240,관리지역, ,1,17000,공장,45140-6619,3728,0,전라북도 익산시 함라면 함열리 26-4번지,20070327,1,45140, , ,20070328,937.58,0,20070521,25.15,937.58
858.02,0200,증축,20070222,0,23.02,33021, , ,0026,20090321,0, , ,0,0,0004, , ,09,공장용지,0240,관리지역, ,1,17000,공장,45140-6614,3728,0,전라북도 익산시 함라면 함열리 26-4번지,20070222,2,45140, , ,20070222,856.08,0,20070315,22.96,856.08
1014.08,0200,증축,20110607,0,27.2017,33021,함라면 함열리 26-4 제1종근린생활시설 (주식회사에이에스씨씨물산), ,0026,20110723,0, , ,0,0,0004, , ,09,공장용지,UQB100,계획관리지역, ,3,03000,제1종근린생활시설,45140-100025839,3728,0,전라북도 익산시 함라면 함열리 26-4번지,20110610,3,45140, , ,20110610,1014.08,0,20110623,27.2017,1014.08
98.46,0100,신축,20060721,0,16.04,33021, , ,0026,20090321,1, , ,0,0,0039, , , , ,0240,관리지역, ,1,01000,단독주택,45140-5848,614,0,전라북도 익산시 함라면 함열리 26-39번지,20060725,4,45140, , ,20060721,98.46,0,20061227,16.04,98.46
0, , ,20160614,0,0,33021, , ,0062,20160615,0, , ,0,0,0002, , ,08,대, , , ,0, , ,45140-100073881,0,0,전라북도 익산시 함라면 함열리 62-2번지, ,5,45140, , , ,0,0, ,0,0
177.14,0200,증축,19981031,0,38.0129,33021,김종기 근생, ,0082,20090321,0, , ,0,0,0001,011,자연취락지구,08,대,Z100,준도시지역, ,1,03000,제1종근린생활시설,45140-838,466,0,전라북도 익산시 함라면 함열리 82-1번지,19981031,6,45140, , ,19981031,177.14,0, ,38.0129,177.14
430.8,0100,신축,20090227,0,43.88,33021,함라게이트볼장, ,0084,20090605,0, , ,0,0,0000,421,주거개발진흥지구,01,전,1022,제2종일반주거지역, ,0,04000,제2종근린생활시설,45140-100010849,981.7,0,전라북도 익산시 함라면 함열리 84번지,20090506,7,45140, , ,20090508,418.8,0,20090604,42.66,418.8
488.05,0200,증축,20091202,0,49.9,33021,함라게이트볼장, ,0084,20100205,0, , ,0,0,0000,421,주거개발진흥지구,08,대,0230,계획관리지역, ,1,04000,제2종근린생활시설,45140-100015533,978,0,전라북도 익산시 함라면 함열리 84번지,20091218,8,45140, , ,20091203,475.3,0,20100204,48.6,475.3
101,0100,신축,19940617,1,19.3487,33021,김형열 위험물저장 및 처리시설, ,0099,20090321,0, , ,0,0,0007, , ,02,답,Z200,준농림지역, ,1,19000,위험물저장및처리시설,45140-38,522,0,전라북도 익산시 함라면 함열리 99-7번지, ,9,45140, , , ,101,0, ,19.3487,101
143.05,0200,증축,20080805,0,41.1,33021,함라면 함열리 123-5 단독주택 (박한철), ,0123,20090321,0, , ,1,0,0005, , ,08,대,0240,관리지역, ,2,01000,단독주택,45140-100007407,348,0,전라북도 익산시 함라면 함열리 123-5번지,20080808,10,45140, , ,20080811,141.13,0,20081203,40.55,141.13
1993.65,0200,증축,20180709,0,38.38,33022,함라면 금성리 2-5 동.식물관련시설 (이태청), ,0002,20180807,0, , ,0,0,0005, , ,04,목장용지,UQB100,계획관리지역, ,5,21000,동.식물관련시설,45140-100099549,5195,0,전라북도 익산시 함라면 금성리 2-5번지, ,1,45140, , , ,2219.27,0,20180806,42.72,2219.27
104.75,0100,신축,20140319,0,19.5429,33022,함라면 금성리 5-1 단독주택 (고석중), ,0005,20140701,1, , ,0,0,0001, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100050510,536,0,전라북도 익산시 함라면 금성리 5-1번지,20140324,2,45140, , ,20140326,104.75,0,20140630,19.5429,104.75
77,0100,신축,20151109,0,17.78,33022,함라면 금성리 9-14 단독주택 (조상용), ,0009,20160625,0, , ,1,0,0014, , ,01,전,UQB100,계획관리지역, ,1,01000,단독주택,45140-100067300,433,0,전라북도 익산시 함라면 금성리 9-14번지,20151111,3,45140, , ,20151112,77,0,20160624,17.78,77
173.48,0100,신축,20140818,0,36.9893,33022,함라면 금성리 11-18 제2종근린생활시설 (농업회사법인 둘레길꾸지뽕 유한회사), ,0011,20141107,0, , ,0,0,0018, , ,08,대,UQB100,계획관리지역, ,1,04000,제2종근린생활시설,45140-100054976,469,0,전라북도 익산시 함라면 금성리 11-18번지,20140819,4,45140, , ,20140819,173.48,0,20141106,36.9893,173.48
66.6,0100,신축,20090807,0,17.67,33022,함라면 금성리 102 단독주택 (이춘자), ,0102,20090905,1, , ,0,0,0000, , ,08,대,0230,계획관리지역, ,1,01000,단독주택,45140-100013495,377,0,전라북도 익산시 함라면 금성리 102번지,20090904,5,45140, , ,20090904,60.3,0, ,15.99,60.3
272.82,0700,용도변경,20061122,0,31.47,33022, , ,0249,20090321,0, , ,0,0,0001, , , , ,0240,관리지역, ,2,18000,창고시설,45140-5918,867,0,전라북도 익산시 함라면 금성리 249-1번지, ,6,45140, , , ,272.82,0, ,31.47,272.82
272.82,0700,용도변경,20171127,0,31.47,33022,함라면 금성리 249-1 제2종근린생활시설 (김옥주), ,0249,20171219,0, , ,0,0,0001, , ,13,창고용지,UQB100,계획관리지역, ,2,04000,제2종근린생활시설,45140-100091287,867,0,전라북도 익산시 함라면 금성리 249-1번지, ,7,45140, , , ,272.82,0, ,31.47,272.82
103.9,0100,신축,20080617,0,20.41,33022,노유자시설 (간성경로당), ,0296,20090321,0, , ,0,0,0062, , ,02,답,0240,관리지역, ,1,11000,노유자시설,45140-100006762,509,0,전라북도 익산시 함라면 금성리 296-62번지,20080620,8,45140, , ,20080620,98.7,0,20081212,19.39,98.7
53.97,0100,신축,20110530,0,27.68,33022,함라면 금성리 3000000 단독주택 (백종진), ,0300,20110826,0, , ,1,0,0000, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100025699,195,0,전라북도 익산시 함라면 금성리 300번지,20110601,9,45140, , ,20110531,53.97,0,20110823,27.68,53.97
78.03,0100,신축,20151014,0,28.79,33022,함라면 금성리 348-3 단독주택 (노응식), ,0348,20160112,0, , ,1,0,0003, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100066580,271,0,전라북도 익산시 함라면 금성리 348-3번지,20151020,10,45140, , ,20151020,72.57,0,20160111,26.78,72.57
528.63,0100,신축,20140828,0,38.2788,33023,동.식물관련시설 (정종현), ,0058,20141013,0, , ,0,0,0001, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055356,1381,0,전라북도 익산시 함라면 신대리 58-1번지,20140917,1,45140, , ,20140920,528.63,0, ,38.2788,528.63
503.97,0100,신축,20140901,0,24.2293,33023,동.식물관련시설 (최용문), ,0058,20141013,0, , ,0,0,0001, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055401,2080,0,전라북도 익산시 함라면 신대리 58-1번지,20140917,2,45140, , ,20140920,503.97,0, ,24.2293,503.97
395.81,0100,신축,20140901,0,30.2376,33023,동.식물관련시설 (김유진), ,0058,20150228,0, , ,0,0,0001, , ,02,답,UQB200,생산관리지역, ,1,21000,동.식물관련시설,45140-100055405,1309,0,전라북도 익산시 함라면 신대리 58-1번지,20140917,3,45140, , ,20140920,395.81,0,20150227,30.2376,395.81
528.62,0100,신축,20140901,0,45.61,33023,동.식물관련시설 (김유진), ,0058,20150225,0, , ,0,0,0004, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055402,1159,0,전라북도 익산시 함라면 신대리 58-4번지,20140917,4,45140, , ,20140920,528.62,0,20150224,45.61,528.62
528.62,0100,신축,20140901,0,45.61,33023,동.식물관련시설 (김현숙), ,0058,20150225,0, , ,0,0,0005, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055403,1159,0,전라북도 익산시 함라면 신대리 58-5번지,20140917,5,45140, , ,20140920,528.62,0,20150224,45.61,528.62
528.62,0100,신축,20140901,0,43.294,33023,동.식물관련시설 (강의구), ,0058,20150225,0, , ,0,0,0006, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055404,1221,0,전라북도 익산시 함라면 신대리 58-6번지,20140917,6,45140, , ,20140920,528.62,0,20150224,43.294,528.62
519.68,0100,신축,20140901,0,36.4432,33023,동.식물관련시설 (이재하), ,0058,20150225,0, , ,0,0,0007, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055396,1426,0,전라북도 익산시 함라면 신대리 58-7번지,20140917,7,45140, , ,20140920,519.68,0,20150224,36.4432,519.68
528.62,0100,신축,20140901,0,45.2973,33023,동.식물관련시설 (양현승), ,0058,20150225,0, , ,0,0,0008, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055397,1167,0,전라북도 익산시 함라면 신대리 58-8번지,20140917,8,45140, , ,20140920,528.62,0,20150224,45.2973,528.62
528.62,0100,신축,20140901,0,46.6567,33023,동.식물관련시설 (유용욱), ,0058,20150225,0, , ,0,0,0009, , ,02,답,UQB200,생산관리지역, ,2,21000,동.식물관련시설,45140-100055398,1133,0,전라북도 익산시 함라면 신대리 58-9번지,20140917,9,45140, , ,20140920,528.62,0,20150224,46.6567,528.62
528.62,0100,신축,20140901,0,47.2826,33023,동.식물관련시설 (최나영), ,0058,20150225,0, , ,0,0,0010, , ,02,답,UQB200,생산관리지역, ,0,21000,동.식물관련시설,45140-100055399,1118,0,전라북도 익산시 함라면 신대리 58-10번지,20140917,10,45140, , ,20140920,528.62,0,20150224,47.2826,528.62
97.2,0200,증축,20081202,1,14.21,33025,신남중앙경노원 경노당 및 모정, ,0004,20090321,0, , ,0,0,0001, , ,08,대,0240,관리지역, ,1,11000,노유자시설,45140-100009388,684,0,전라북도 익산시 함라면 신등리 4-1번지,20081203,1,45140, , ,20081204,97.2,0,20081216,14.21,97.2
94.56,0100,신축,20110310,0,18.54,33025,함라면 신등리 21 단독주택 (이길재), ,0021,20110527,0, , ,1,0,0000, , ,01,전,UQB200,생산관리지역, ,1,01000,단독주택,45140-100023933,510,0,전라북도 익산시 함라면 신등리 21번지,20110314,2,45140, , ,20110311,94.56,0,20110526,18.54,94.56
90.13,0100,신축,19950329,0,15.0217,33025,김동수 주택, ,0066,20090321,1, , ,0,0,0002, , ,08,대, , , ,1,01000,단독주택,45140-137,600,0,전라북도 익산시 함라면 신등리 66-2번지,19950329,3,45140, , ,19950410,90.13,0, ,15.0217,90.13
146.77,0200,증축,20090615,0,36.78,33025,함라면 신등리 72-109 단독주택 (한진수), ,0072,20090630,1, , ,0,0,0109,070,준보전임지,08,대,0230,계획관리지역, ,2,01000,단독주택,45140-100012572,399,0,전라북도 익산시 함라면 신등리 72-109번지,20090619,4,45140, , ,20090619,135.07,0,20090629,33.85,135.07
86.74,0100,신축,20111021,0,14.9,33025, , ,0089,20120223,0, , ,1,0,0000, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100028691,582,0,전라북도 익산시 함라면 신등리 89번지,20111027,5,45140, , ,20111028,86.74,0,20120222,14.9,86.74
72,0100,신축,20140926,0,21.5569,33025,함라면 신등리 93-8 단독주택 (김현진), ,0093,20141125,1, , ,0,0,0008, , ,08,대,UQB100,계획관리지역, ,2,01000,단독주택,45140-100056038,334,0,전라북도 익산시 함라면 신등리 93-8번지,20141007,6,45140, , ,20141013,72,0,20141124,21.5569,72
740,0100,신축,20010727,0,39.9784,33025,김판섭 축사, ,0171,20090321,0, , ,0,0,0003, , ,05,임야,Z200,준농림지역, ,1,21000,동.식물관련시설,45140-2229,1851,0,전라북도 익산시 함라면 신등리 171-3번지, ,7,45140, , , ,740,0,20010726,39.9784,740
107.2,0100,신축,20101011,0,17.35,33025,함라면 신등리 315-3 단독주택 (박종운), ,0315,20101127,0, , ,1,0,0003, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100021105,618,0,전라북도 익산시 함라면 신등리 315-3번지,20101012,8,45140, , ,20101012,98.6,0,20101126,15.95,98.6
360,0100,신축,20131127,0,21.7786,33025,윤영자씨 버섯재배사, ,0334,20140107,0, , ,0,0,0003, , ,01,전,UQB200,생산관리지역, ,5,21000,동.식물관련시설,45140-100047516,1653,0,전라북도 익산시 함라면 신등리 334-3번지, ,9,45140, , , ,360,0, ,21.7786,360
97.31,0100,신축,20160411,0,16.72,33025,함라면 신등리 3390000 단독주택 (김홍진), ,0339,20160910,0, , ,1,0,0000, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100071841,582,0,전라북도 익산시 함라면 신등리 339번지,20160414,10,45140, , ,20160415,91.67,0,20160909,15.75,91.67
126,0100,신축,20101208,0,12.6,33026,함라면 신목리 2-1 공동주택 (농업회사법인유한회사서동한과), ,0002,20110429,0, , ,0,0,0001, , ,01,전,UQB200,생산관리지역, ,1,02000,공동주택,45140-100022397,1000,0,전라북도 익산시 함라면 신목리 2-1번지,20101228,1,45140, , ,20101227,126,0,20110428,12.6,126
135,0200,증축,20110607,0,13.5,33026,함라면 신목리 2-1 창고시설 (농업회사법인유한회사서동한과대표 김남희), ,0002,20120301,0, , ,0,0,0001, , ,08,대,UQB200,생산관리지역, ,2,18000,창고시설,45140-100025837,1000,0,전라북도 익산시 함라면 신목리 2-1번지,20120213,2,45140, , ,20120210,135,0,20120229,13.5,135
99.16,0100,신축,20130610,0,7.238,33026, , ,0024,20130903,0,UIA100,도로구역,0,0,0001, , ,08,대,UQB100,계획관리지역, ,1,04000,제2종근린생활시설,45140-100043230,1370,0,전라북도 익산시 함라면 신목리 24-1번지,20130616,3,45140, , ,20130615,99.16,0,20130827,7.238,99.16
333.01,0200,증축,20170922,0,24.3073,33026,함라면 신목리 24-1 제2종근린생활시설 (김기수), ,0024,20171025,0, , ,0,0,0001, , ,08,대,UQB100,계획관리지역, ,3,04000,제2종근린생활시설,45140-100089332,1370,0,전라북도 익산시 함라면 신목리 24-1번지,20170925,4,45140, , ,20170927,333.01,0,20171024,24.3073,333.01
40.29,0100,신축,20140404,0,4.9134,33026,함라면 신목리 42-1 단독주택 (이춘기), ,0042,20140521,1, , ,0,0,0001, , ,08,대,UQB100,계획관리지역, ,1,01000,단독주택,45140-100051076,820,0,전라북도 익산시 함라면 신목리 42-1번지,20140407,5,45140, , ,20140407,38.71,0,20140520,4.7207,38.71
18, , ,20171113,0,0,33026, , ,0055,20171219,0, , ,0,0,0001, , ,01,전, , , ,0, , ,45140-100090767,325,0,전라북도 익산시 함라면 신목리 55-1번지, ,6,45140, , , ,18,0, ,0,0
