archArea,bjdongCd,bldNm,block,bun,crtnDay,fmlyCnt,hhldCnt,hoCnt,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmDongOulnPk,mgmPmsrgstPk,platGbCd,platPlc,rnum,roofCd,roofCdNm,sigunguCd,splotNm,strctCd,strctCdNm,totArea,vlRatEstmTotArea
68.35,10200, , ,0017,20130618,0,4,0,0006, ,0,주건축물,02000,공동주택,11110-187,11110-166,0,서울특별시 종로구 신교동 17-6번지,37,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,383.6,275.55
0,10200,신교동 근.생및다세대주택, ,0017,20140905,0,5,0,0006, ,0,주건축물,02000,공동주택,11110-100019920,11110-100020680,0,서울특별시 종로구 신교동 17-6번지,38,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,44.11,44.11
0,10200,수정빌라, ,0017,20090326,0,5,0,0009, ,0,주건축물,02000,공동주택,11110-5350,11110-4615,0,서울특별시 종로구 신교동 17-9번지,39,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,10.6,165.16
38.64,10200, , ,0017,20130618,0,5,0,0009, ,0,주건축물,02000,공동주택,11110-159,11110-145,0,서울특별시 종로구 신교동 17-9번지,40,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,193.2,154.56
0,10200, , ,0017,20160601,1,0,0,0010, ,0,주건축물,01000,단독주택,11110-100025124,11110-100025523,0,서울특별시 종로구 신교동 17-10번지,41,20,기와,11110, ,11,벽돌구조,111.21,0
238.46,10200, , ,0017,20170524,0,10,0,0010, ,0,주건축물,02000,공동주택,11110-100027979,11110-100026235,0,서울특별시 종로구 신교동 17-10번지,42,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,646.01,646.01
47.52,10200,신교, ,0017,20110723,0,5,0,0021, ,0,주건축물,02000,공동주택,11110-5362,11110-4627,0,서울특별시 종로구 신교동 17-21번지,43,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,253.46,205.94
47.52,10200,신교, ,0017,20110723,0,5,0,0021, ,0,주건축물,02000,공동주택,11110-5451,11110-4777,0,서울특별시 종로구 신교동 17-21번지,44,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,253.46,205.94
65.9,10200, ,17,0017,20100112,0,4,0,0031,31,0,주건축물,02000,공동주택,11110-150,11110-142,0,서울특별시 종로구 신교동 17-31번지,45,10,(철근)콘크리트,11110,서울특별시 종로구 신교동,21,철근콘크리트구조,322.3,263.6
65.9,10200,신교동 17-31 공동주택 (김인순), ,0017,20110813,0,4,0,0031, ,0,주건축물,02000,공동주택,11110-100008772,11110-100011095,0,서울특별시 종로구 신교동 17-31번지,46, , ,11110, ,21,철근콘크리트구조,322.3,322.3
38.91,10200,신교동17-44다세대주택, ,0017,20100827,0,5,0,0044, ,0,주건축물,02000,공동주택,11110-149,11110-141,0,서울특별시 종로구 신교동 17-44번지,47,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,192.33,154.53
24.07,10200,., ,0017,20090326,0,2,0,0046, ,0,주건축물,02000,공동주택,11110-3867,11110-3238,0,서울특별시 종로구 신교동 17-46번지,48,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,81.09,81.09
25.52,10200,신교동주택, ,0039,20090326,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-772,11110-405,0,서울특별시 종로구 신교동 39-2번지,49,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,47.07,47.07
23.22,10200,신교동주택, ,0039,20090326,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-576,11110-349,0,서울특별시 종로구 신교동 39-2번지,50,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,46.44,46.44
0,10200,신교동주택, ,0039,20110723,0,0,0,0002, ,0,주건축물,01000,단독주택,11110-4764,11110-4048,0,서울특별시 종로구 신교동 39-2번지,51,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,21.13,21.13
43.92,10200, , ,0039,20171118,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-100016485,11110-100017643,0,서울특별시 종로구 신교동 39-2번지,52,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,123.06,123.06
0,10200, , ,0045,20130514,1,0,0,0000, ,0,주건축물,01000,단독주택,11110-100016292,11110-100017493,0,서울특별시 종로구 신교동 45번지,53,20,기와,11110, ,51,일반목구조,60.1,0
73.26,10200, , ,0045,20131205,1,0,0,0000, ,0,주건축물,04000,제2종근린생활시설,11110-100017817,11110-100017032,0,서울특별시 종로구 신교동 45번지,54,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,273.3,243.72
90.87,10200, , ,0050,20121020,0,7,0,0001, ,0,주건축물,02000,공동주택,11110-100015184,11110-100016521,0,서울특별시 종로구 신교동 50-1번지,55,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,493.53,0
0.6,10200, , ,0051,20150814,4,0,0,0001, ,0,주건축물,01000,단독주택,11110-100022909,11110-100023387,0,서울특별시 종로구 신교동 51-1번지,56,10,(철근)콘크리트,11110, ,11,벽돌구조,20.36,20.36
115.45,10200,신교동 58-1 근린생활시설, ,0058,20100414,0,0,6,0001, ,0,주건축물,04000,제2종근린생활시설,11110-100005778,11110-100005657,0,서울특별시 종로구 신교동 58-1번지,57,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,693.73,574.73
128.99,10200,아름다운세상 평원, ,0058,20100908,0,0,6,0001, ,0,주건축물,04000,제2종근린생활시설,11110-100010440,11110-100011109,0,서울특별시 종로구 신교동 58-1번지,58,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,707.9,588.9
264.69,10200,신우빌딩, ,0059,20120831,0,8,0,0000, ,0,주건축물,04000,제2종근린생활시설,11110-100014855,11110-100016304,0,서울특별시 종로구 신교동 59번지,59,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,2031.08,1578.48
0,10200,신우빌딩, ,0059,20130417,0,8,0,0000, ,0,주건축물,04000,제2종근린생활시설,11110-100016135,11110-100017374,0,서울특별시 종로구 신교동 59번지,60,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,0,0
1132.12,10200,종로구 장애인복지관 및 푸르메재활센터, ,0066,20120929,0,0,0,0000, ,0,주건축물,11000,노유자시설,11110-100015090,11110-100014228,0,서울특별시 종로구 신교동 66번지,61,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,9589.06,3754.92
167.22,10200,럭스빌, ,0070,20131126,0,7,0,0001, ,0,주건축물,02000,공동주택,11110-919,11110-550,0,서울특별시 종로구 신교동 70-1번지,62,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,659.2,659.2
8.75,10200, , ,0070,20171229,0,0,0,0002, , , ,28000,가설건축물,11110-100029729,11110-100029606,0,서울특별시 종로구 신교동 70-2번지,63, , ,11110, ,32,경량철골구조,8.75,8.75
152.2,10200,종로 NET 빌딩, ,0070,20090326,0,0,0,0010, ,0,주건축물,04000,제2종근린생활시설,11110-4398,11110-3709,0,서울특별시 종로구 신교동 70-10번지,64,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,668.53,495.2
0,10200,신교빌딩, ,0070,20090326,0,0,0,0010, ,0,주건축물,04000,제2종근린생활시설,11110-4405,11110-3716,0,서울특별시 종로구 신교동 70-10번지,65,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,730.23,141.28
0,10200, , ,0076,20161109,1,0,0,0000, ,0,주건축물,01000,단독주택,11110-100026546,11110-100026679,0,서울특별시 종로구 신교동 76번지,66,20,기와,11110, ,51,일반목구조,49.59,0
36.38,10200, , ,0076,20170517,1,0,0,0000, ,0,주건축물,01000,단독주택,11110-100027940,11110-100026683,0,서울특별시 종로구 신교동 76번지,67,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,98.5,98.5
0,10200, , ,0077,20161130,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-100026724,11110-100026798,0,서울특별시 종로구 신교동 77-2번지,68,20,기와,11110, ,51,일반목구조,46.28,0
37.26,10200,신교동 77-2 단독주택 (김경옥), ,0077,20170708,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-100028393,11110-100026918,0,서울특별시 종로구 신교동 77-2번지,69,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,98.7,98.7
62.18,10200,신동일씨주택, ,0079,20090326,1,1,0,0000, ,0,주건축물,01000,단독주택,11110-3101,11110-2555,0,서울특별시 종로구 신교동 79번지,70,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,205.44,167.64
28.3,10200,신교동 근생, ,0082,20090326,0,0,0,0003, ,0,주건축물,03000,제1종근린생활시설,11110-2444,11110-1960,0,서울특별시 종로구 신교동 82-3번지,71,90,기타지붕,11110, ,32,경량철골구조,56.6,56.6
